time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.010261,0.0800,-0.0059,0.0265,0.084
2.015302,0.1031,-0.0366,0.0241,0.112
2.019780,0.0430,0.0280,-0.0566,0.076
2.024215,0.0238,0.0138,-0.0986,0.102
2.030124,0.0262,0.0070,-0.1589,0.161
2.033990,-0.0306,-0.0090,-0.1044,0.109
2.039036,0.0341,0.0225,0.0112,0.042
2.042969,0.0388,0.0251,0.0378,0.060
2.048294,0.0173,0.0040,0.0452,0.049
2.052677,-0.0135,0.0328,0.0169,0.039
2.058567,-0.0345,0.0257,-0.0065,0.044
2.063785,0.0063,0.0400,-0.0108,0.042
2.067116,0.0229,0.0303,0.0463,0.060
2.071744,0.0179,0.0087,0.0860,0.088
2.077678,0.0294,0.0465,0.0540,0.077
2.081893,0.0551,0.0295,0.0269,0.068
2.086533,0.0236,0.0031,0.0073,0.025
2.090593,-0.0029,0.0030,0.0258,0.026
2.105381,-0.0102,-0.0019,0.0347,0.036
2.106636,-0.0054,0.0121,0.0105,0.017
2.107409,-0.0054,-0.0215,-0.0040,0.023
2.110089,0.0183,-0.0004,-0.0207,0.028
2.129245,0.0086,-0.0434,-0.0301,0.053
2.130566,0.0085,-0.0480,-0.0229,0.054
2.130974,0.0154,-0.0098,-0.0302,0.035
2.131341,0.0127,-0.0881,-0.0517,0.103
2.132925,0.0242,-0.0636,-0.0780,0.104
2.138023,0.0498,-0.0534,-0.1043,0.127
2.142585,0.0230,-0.0551,-0.0758,0.096
2.147279,-0.0109,-0.0472,-0.0216,0.053
2.152426,-0.0136,0.0008,0.0131,0.019
2.156775,-0.0116,-0.0061,0.0143,0.019
2.162123,0.0190,0.0156,-0.0130,0.028
2.166612,-0.0125,0.0394,0.0240,0.048
2.171544,-0.0104,0.0676,0.0322,0.076
2.176272,0.0106,0.0576,0.0451,0.074
2.180655,0.0172,0.0595,0.0317,0.070
2.185919,-0.0215,-0.0051,0.0611,0.065
2.190342,-0.0075,-0.0005,0.0547,0.055
2.204289,-0.0174,-0.0007,0.0388,0.043
2.205651,-0.0201,0.0039,-0.0029,0.021
2.206216,0.0224,0.0180,-0.0444,0.053
2.209709,0.0645,-0.0036,-0.0522,0.083
2.221974,0.0706,-0.0083,-0.0196,0.074
2.222762,0.0270,-0.0320,-0.0132,0.044
2.223180,0.0335,-0.0507,-0.0186,0.064
2.227929,0.0472,-0.0147,-0.0168,0.052
2.232660,-0.0009,-0.0026,-0.0267,0.027
2.238470,0.0226,-0.0952,-0.0081,0.098
2.242098,-0.0181,-0.0422,-0.0299,0.055
2.246877,-0.0110,0.0105,-0.0586,0.060
2.251650,0.0245,-0.0014,-0.0775,0.081
2.257824,0.0265,-0.0274,-0.0512,0.064
2.261615,0.0545,-0.0555,0.0221,0.081
2.267381,0.0394,0.0045,0.0708,0.081
2.270654,0.0077,0.0046,0.0952,0.096
2.276700,-0.0142,0.0260,0.0813,0.087
2.281304,-0.0051,0.0424,0.0533,0.068
2.285534,-0.0126,0.0397,-0.0028,0.042
2.289720,0.0061,0.0537,-0.0205,0.058
2.301983,-0.0230,0.0414,-0.0050,0.048
2.302861,0.0478,0.0388,0.0197,0.065
2.304133,0.0373,0.0197,0.0179,0.046
2.308587,0.0220,0.0316,-0.0149,0.041
2.317887,0.0068,0.0362,0.0071,0.037
2.318657,0.0084,0.0217,0.0004,0.023
2.322643,0.0266,0.0003,0.0035,0.027
2.327205,-0.0074,-0.0256,0.0045,0.027
2.331796,-0.0244,-0.0157,-0.0062,0.030
2.337092,-0.0721,-0.0344,-0.0285,0.085
2.342104,-0.0362,-0.0410,-0.0409,0.068
2.346906,-0.0243,-0.0309,-0.0340,0.052
2.351698,-0.0955,-0.0352,-0.0082,0.102
2.356017,-0.0546,-0.0299,-0.0134,0.064
2.360693,-0.0591,0.0014,-0.0092,0.060
2.366108,-0.0400,0.0324,-0.0194,0.055
2.370322,-0.0043,-0.0032,-0.0010,0.005
2.374774,0.0168,-0.0052,0.0102,0.020
2.380090,0.0235,-0.0071,0.0140,0.028
2.384600,0.0372,0.0219,0.0036,0.043
2.389864,0.0555,0.0459,-0.0211,0.075
2.402082,0.0642,0.0152,-0.0005,0.066
2.403460,0.0419,0.0608,0.0247,0.078
2.404231,0.1076,0.0396,0.0022,0.115
2.408126,-0.0028,0.0257,0.0203,0.033
2.418638,-0.0364,0.0188,0.0523,0.066
2.419432,-0.0959,0.0355,0.0058,0.102
2.422164,-0.0598,0.0376,-0.0211,0.074
2.426960,-0.0927,0.0160,-0.0665,0.115
2.431443,-0.0992,0.0420,-0.0615,0.124
2.437387,-0.1365,-0.0035,-0.0566,0.148
2.443609,-0.1283,0.0082,-0.0135,0.129
2.446063,-0.1391,-0.0089,-0.0395,0.145
2.450538,-0.1379,-0.0022,-0.0510,0.147
2.455290,-0.1059,0.0115,-0.0458,0.116
2.460107,-0.1050,0.0180,-0.0430,0.115
2.465671,-0.0661,0.0861,-0.0877,0.140
2.470103,-0.0441,0.0755,-0.0960,0.130
2.485817,-0.0268,0.0461,-0.0923,0.107
2.487390,-0.0240,0.0574,-0.0554,0.083
2.488287,0.0262,0.0332,-0.0355,0.055
2.488734,0.0381,-0.0145,-0.0252,0.048
2.500382,-0.0047,0.0048,-0.0362,0.037
2.501104,-0.0163,0.0146,-0.0590,0.063
2.502962,0.0032,0.0339,-0.1051,0.110
2.510718,0.0298,-0.0013,-0.0982,0.103
2.512660,-0.0102,0.0018,-0.0650,0.066
2.517557,-0.0403,-0.0071,0.0082,0.042
2.522279,0.0033,-0.0136,0.0355,0.038
2.526389,0.0060,-0.0273,0.0742,0.079
2.531565,0.0278,-0.0219,0.0864,0.093
2.536496,-0.0172,-0.0474,0.0700,0.086
2.543228,-0.0191,-0.0134,0.0727,0.076
2.545746,-0.0399,-0.0389,0.0564,0.079
2.550379,-0.0558,0.0117,0.0236,0.062
2.554989,0.0045,0.0001,0.0650,0.065
2.559773,-0.0045,0.0004,0.0800,0.080
2.564623,0.0247,-0.0136,0.0666,0.072
