time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.274110,0.0340,-0.0067,-0.0102,0.036
1.278591,-0.0043,0.0030,0.0268,0.027
1.285595,-0.0329,0.0127,0.0347,0.049
1.286251,-0.0279,0.0127,0.0139,0.034
1.293582,-0.0420,-0.0016,-0.0066,0.043
1.298045,-0.0465,0.0078,-0.0317,0.057
1.303114,-0.0462,0.0076,-0.0327,0.057
1.307326,-0.0459,0.0025,-0.0334,0.057
1.310960,-0.0266,-0.0026,-0.0386,0.047
1.317038,-0.0169,-0.0031,-0.0435,0.047
1.322336,-0.0073,-0.0322,-0.0292,0.044
1.329402,0.0070,-0.0324,-0.0006,0.033
1.333226,0.0212,-0.0231,0.0373,0.049
1.339067,0.0257,-0.0377,0.0513,0.069
1.341644,0.0255,0.0098,0.0507,0.058
1.347898,0.0395,-0.0049,0.0170,0.043
1.352588,0.0534,-0.0241,-0.0117,0.060
1.358683,0.0530,-0.0098,-0.0261,0.060
1.362162,0.0382,-0.0098,0.0020,0.040
1.368214,0.0284,0.0140,0.0534,0.062
1.371356,0.0138,0.0234,0.0708,0.076
1.376618,0.0136,0.0185,0.0453,0.051
1.383253,0.0182,0.0374,0.0246,0.048
1.393100,0.0085,0.0277,-0.0148,0.032
1.393902,0.0036,0.0228,-0.0252,0.034
1.398375,0.0035,0.0180,-0.0213,0.028
1.402341,-0.0251,0.0132,-0.0175,0.033
1.406399,-0.0250,0.0037,-0.0278,0.038
1.413644,-0.0343,0.0085,-0.0047,0.036
1.418855,-0.0531,0.0037,0.0042,0.053
1.421745,-0.0337,-0.0107,0.0274,0.045
1.427154,-0.0287,0.0036,0.0269,0.039
1.432381,-0.0047,0.0083,0.0456,0.047
1.437215,0.0144,0.0129,0.0690,0.072
1.441949,0.0238,-0.0016,0.0734,0.077
1.447111,0.0521,0.0412,0.0542,0.086
1.452008,0.0422,0.0218,0.0257,0.054
1.457641,0.0561,0.0121,0.0261,0.063
1.462704,0.0557,0.0216,-0.0021,0.060
1.468767,0.0410,0.0215,-0.0254,0.053
1.471758,0.0502,0.0451,-0.0440,0.081
1.478364,0.0118,0.0211,-0.0531,0.058
1.481948,-0.0216,0.0115,-0.0859,0.089
1.488990,-0.0357,0.0209,-0.1137,0.121
1.493049,-0.0591,0.0112,-0.1175,0.132
1.498951,-0.0634,0.0206,-0.1024,0.122
1.502085,-0.0534,0.0251,-0.0399,0.071
1.509862,-0.0434,0.0248,0.0076,0.051
1.512020,-0.0431,0.0151,0.0261,0.053
1.517982,-0.0333,0.0196,0.0206,0.044
1.521832,-0.0188,0.0193,0.0152,0.031
1.527303,-0.0139,0.0286,0.0050,0.032
1.533532,-0.0091,0.0092,0.0093,0.016
1.539232,0.0052,0.0185,0.0326,0.038
1.541856,0.0289,0.0087,0.0700,0.076
1.547227,0.0429,0.0086,0.0501,0.066
1.551636,0.0473,0.0085,0.0684,0.084
1.557161,0.0374,0.0085,0.0677,0.078
1.563831,0.0276,0.0038,0.0481,0.056
1.567175,0.0083,0.0086,0.0479,0.049
1.572756,0.0035,0.0134,0.0240,0.028
1.577010,-0.0060,0.0276,-0.0043,0.029
1.581681,-0.0059,0.0275,-0.0228,0.036
1.589463,-0.0010,-0.0011,-0.0362,0.036
1.594229,-0.0057,0.0227,0.0123,0.026
1.598932,-0.0246,0.0227,0.0365,0.050
1.601444,-0.0054,0.0132,0.0081,0.016
1.607181,-0.0101,0.0084,-0.0156,0.020
1.612296,-0.0005,0.0083,-0.0297,0.031
1.618330,-0.0053,-0.0013,-0.0344,0.035
1.622466,0.0042,0.0082,-0.0249,0.027
1.627269,-0.0243,0.0033,-0.0062,0.025
1.632678,-0.0337,0.0222,0.0217,0.046
1.641072,-0.0572,0.0076,0.0352,0.068
1.643285,-0.0378,0.0025,0.0058,0.038
1.647663,0.0005,-0.0499,0.0005,0.050
1.652728,0.0338,-0.0402,-0.0140,0.054
1.659232,0.0572,-0.0541,-0.0045,0.079
